"","Date","WeekDay","Hour","PatientVolume"
"4548","7/9/2009","Thu",11,84
"4549","7/9/2009","Thu",12,77
"4550","7/9/2009","Thu",13,73
"4551","7/9/2009","Thu",14,74
"4552","7/9/2009","Thu",15,76
"4553","7/9/2009","Thu",16,69
"4554","7/9/2009","Thu",17,76
"4555","7/9/2009","Thu",18,82
"4556","7/9/2009","Thu",19,76
"4557","7/9/2009","Thu",20,76
"4558","7/9/2009","Thu",21,75
"4559","7/9/2009","Thu",22,72
"4560","7/9/2009","Thu",23,68
"4561","7/10/2009","Fri",0,58
"4562","7/10/2009","Fri",1,58
"4563","7/10/2009","Fri",2,57
"4564","7/10/2009","Fri",3,53
"4565","7/10/2009","Fri",4,58
"4566","7/10/2009","Fri",5,53
"4567","7/10/2009","Fri",6,53
"4568","7/10/2009","Fri",7,65
"4569","7/10/2009","Fri",8,64
"4570","7/10/2009","Fri",9,65
"4571","7/10/2009","Fri",10,69
"4572","7/10/2009","Fri",11,76
"4573","7/10/2009","Fri",12,71
"4574","7/10/2009","Fri",13,65
"4575","7/10/2009","Fri",14,70
"4576","7/10/2009","Fri",15,69
"4577","7/10/2009","Fri",16,64
"4578","7/10/2009","Fri",17,68
"4579","7/10/2009","Fri",18,76
"4580","7/10/2009","Fri",19,67
"4581","7/10/2009","Fri",20,70
"4582","7/10/2009","Fri",21,64
"4583","7/10/2009","Fri",22,59
"4584","7/10/2009","Fri",23,56
"4585","7/11/2009","Sat",0,50
"4586","7/11/2009","Sat",1,49
"4587","7/11/2009","Sat",2,43
"4588","7/11/2009","Sat",3,48
"4589","7/11/2009","Sat",4,48
"4590","7/11/2009","Sat",5,47
"4591","7/11/2009","Sat",6,46
"4592","7/11/2009","Sat",7,57
"4593","7/11/2009","Sat",8,53
"4594","7/11/2009","Sat",9,54
"4595","7/11/2009","Sat",10,60
"4596","7/11/2009","Sat",11,62
"4597","7/11/2009","Sat",12,66
"4598","7/11/2009","Sat",13,59
"4599","7/11/2009","Sat",14,62
"4600","7/11/2009","Sat",15,64
"4601","7/11/2009","Sat",16,58
"4602","7/11/2009","Sat",17,64
"4603","7/11/2009","Sat",18,67
"4604","7/11/2009","Sat",19,63
"4605","7/11/2009","Sat",20,58
"4606","7/11/2009","Sat",21,55
"4607","7/11/2009","Sat",22,48
"4608","7/11/2009","Sat",23,44
"4609","7/12/2009","Sun",0,44
"4610","7/12/2009","Sun",1,54
"4611","7/12/2009","Sun",2,59
"4612","7/12/2009","Sun",3,62
"4613","7/12/2009","Sun",4,64
"4614","7/12/2009","Sun",5,58
"4615","7/12/2009","Sun",6,68
"4616","7/12/2009","Sun",7,74
"4617","7/12/2009","Sun",8,71
"4618","7/12/2009","Sun",9,66
"4619","7/12/2009","Sun",10,73
"4620","7/12/2009","Sun",11,84
"4621","7/12/2009","Sun",12,77
"4622","7/12/2009","Sun",13,72
"4623","7/12/2009","Sun",14,71
"4624","7/12/2009","Sun",15,69
"4625","7/12/2009","Sun",16,67
"4626","7/12/2009","Sun",17,64
"4627","7/12/2009","Sun",18,68
"4628","7/12/2009","Sun",19,63
"4629","7/12/2009","Sun",20,58
"4630","7/12/2009","Sun",21,57
"4631","7/12/2009","Sun",22,57
"4632","7/12/2009","Sun",23,60
"4633","7/13/2009","Mon",0,65
"4634","7/13/2009","Mon",1,71
"4635","7/13/2009","Mon",2,73
"4636","7/13/2009","Mon",3,70
"4637","7/13/2009","Mon",4,64
"4638","7/13/2009","Mon",5,68
"4639","7/13/2009","Mon",6,76
"4640","7/13/2009","Mon",7,81
"4641","7/13/2009","Mon",8,76
"4642","7/13/2009","Mon",9,82
"4643","7/13/2009","Mon",10,91
"4644","7/13/2009","Mon",11,98
"4645","7/13/2009","Mon",12,91
"4646","7/13/2009","Mon",13,91
"4647","7/13/2009","Mon",14,86
"4648","7/13/2009","Mon",15,91
"4649","7/13/2009","Mon",16,92
"4650","7/13/2009","Mon",17,88
"4651","7/13/2009","Mon",18,92
"4652","7/13/2009","Mon",19,85
"4653","7/13/2009","Mon",20,79
"4654","7/13/2009","Mon",21,78
"4655","7/13/2009","Mon",22,71
"4656","7/13/2009","Mon",23,72
"4657","7/14/2009","Tue",0,77
"4658","7/14/2009","Tue",1,73
"4659","7/14/2009","Tue",2,82
"4660","7/14/2009","Tue",3,80
"4661","7/14/2009","Tue",4,77
"4662","7/14/2009","Tue",5,78
"4663","7/14/2009","Tue",6,82
"4664","7/14/2009","Tue",7,84
"4665","7/14/2009","Tue",8,84
"4666","7/14/2009","Tue",9,83
"4667","7/14/2009","Tue",10,88
"4668","7/14/2009","Tue",11,86
"4669","7/14/2009","Tue",12,79
"4670","7/14/2009","Tue",13,77
"4671","7/14/2009","Tue",14,72
"4672","7/14/2009","Tue",15,71
"4673","7/14/2009","Tue",16,70
"4674","7/14/2009","Tue",17,70
"4675","7/14/2009","Tue",18,76
"4676","7/14/2009","Tue",19,80
"4677","7/14/2009","Tue",20,73
"4678","7/14/2009","Tue",21,70
"4679","7/14/2009","Tue",22,66
"4680","7/14/2009","Tue",23,60
"4681","7/15/2009","Wed",0,60
"4682","7/15/2009","Wed",1,56
"4683","7/15/2009","Wed",2,56
"4684","7/15/2009","Wed",3,62
"4685","7/15/2009","Wed",4,63
"4686","7/15/2009","Wed",5,69
"4687","7/15/2009","Wed",6,67
"4688","7/15/2009","Wed",7,64
"4689","7/15/2009","Wed",8,67
"4690","7/15/2009","Wed",9,69
"4691","7/15/2009","Wed",10,79
"4692","7/15/2009","Wed",11,84
"4693","7/15/2009","Wed",12,72
"4694","7/15/2009","Wed",13,72
"4695","7/15/2009","Wed",14,74
"4696","7/15/2009","Wed",15,75
"4697","7/15/2009","Wed",16,64
"4698","7/15/2009","Wed",17,65
"4699","7/15/2009","Wed",18,71
"4700","7/15/2009","Wed",19,70
"4701","7/15/2009","Wed",20,64
"4702","7/15/2009","Wed",21,60
"4703","7/15/2009","Wed",22,64
"4704","7/15/2009","Wed",23,62
"4705","7/16/2009","Thu",0,60
"4706","7/16/2009","Thu",1,57
"4707","7/16/2009","Thu",2,60
"4708","7/16/2009","Thu",3,61
"4709","7/16/2009","Thu",4,61
"4710","7/16/2009","Thu",5,68
"4711","7/16/2009","Thu",6,73
"4712","7/16/2009","Thu",7,80
"4713","7/16/2009","Thu",8,80
"4714","7/16/2009","Thu",9,77
"4715","7/16/2009","Thu",10,89
"4716","7/16/2009","Thu",11,93
"4717","7/16/2009","Thu",12,91
"4718","7/16/2009","Thu",13,82
"4719","7/16/2009","Thu",14,79
"4720","7/16/2009","Thu",15,85
"4721","7/16/2009","Thu",16,81
"4722","7/16/2009","Thu",17,80
"4723","7/16/2009","Thu",18,81
"4724","7/16/2009","Thu",19,83
"4725","7/16/2009","Thu",20,81
"4726","7/16/2009","Thu",21,76
"4727","7/16/2009","Thu",22,66
"4728","7/16/2009","Thu",23,69
"4729","7/17/2009","Fri",0,63
"4730","7/17/2009","Fri",1,65
"4731","7/17/2009","Fri",2,68
"4732","7/17/2009","Fri",3,72
"4733","7/17/2009","Fri",4,67
"4734","7/17/2009","Fri",5,64
"4735","7/17/2009","Fri",6,70
"4736","7/17/2009","Fri",7,72
"4737","7/17/2009","Fri",8,71
"4738","7/17/2009","Fri",9,75
"4739","7/17/2009","Fri",10,82
"4740","7/17/2009","Fri",11,86
"4741","7/17/2009","Fri",12,76
"4742","7/17/2009","Fri",13,73
"4743","7/17/2009","Fri",14,73
"4744","7/17/2009","Fri",15,74
"4745","7/17/2009","Fri",16,67
"4746","7/17/2009","Fri",17,70
"4747","7/17/2009","Fri",18,71
"4748","7/17/2009","Fri",19,71
"4749","7/17/2009","Fri",20,65
"4750","7/17/2009","Fri",21,56
"4751","7/17/2009","Fri",22,55
"4752","7/17/2009","Fri",23,58
"4753","7/18/2009","Sat",0,50
"4754","7/18/2009","Sat",1,61
"4755","7/18/2009","Sat",2,60
"4756","7/18/2009","Sat",3,63
"4757","7/18/2009","Sat",4,61
"4758","7/18/2009","Sat",5,64
"4759","7/18/2009","Sat",6,68
"4760","7/18/2009","Sat",7,75
"4761","7/18/2009","Sat",8,71
"4762","7/18/2009","Sat",9,70
"4763","7/18/2009","Sat",10,72
"4764","7/18/2009","Sat",11,74
"4765","7/18/2009","Sat",12,72
"4766","7/18/2009","Sat",13,72
"4767","7/18/2009","Sat",14,71
"4768","7/18/2009","Sat",15,73
"4769","7/18/2009","Sat",16,71
"4770","7/18/2009","Sat",17,70
"4771","7/18/2009","Sat",18,74
"4772","7/18/2009","Sat",19,67
"4773","7/18/2009","Sat",20,67
"4774","7/18/2009","Sat",21,62
"4775","7/18/2009","Sat",22,62
"4776","7/18/2009","Sat",23,57
"4777","7/19/2009","Sun",0,65
"4778","7/19/2009","Sun",1,58
"4779","7/19/2009","Sun",2,58
"4780","7/19/2009","Sun",3,64
"4781","7/19/2009","Sun",4,59
"4782","7/19/2009","Sun",5,64
"4783","7/19/2009","Sun",6,72
"4784","7/19/2009","Sun",7,74
"4785","7/19/2009","Sun",8,76
"4786","7/19/2009","Sun",9,80
"4787","7/19/2009","Sun",10,86
"4788","7/19/2009","Sun",11,83
"4789","7/19/2009","Sun",12,79
"4790","7/19/2009","Sun",13,67
"4791","7/19/2009","Sun",14,70
"4792","7/19/2009","Sun",15,73
"4793","7/19/2009","Sun",16,71
"4794","7/19/2009","Sun",17,76
"4795","7/19/2009","Sun",18,74
"4796","7/19/2009","Sun",19,71
"4797","7/19/2009","Sun",20,68
"4798","7/19/2009","Sun",21,64
"4799","7/19/2009","Sun",22,62
"4800","7/19/2009","Sun",23,58
"4801","7/20/2009","Mon",0,69
"4802","7/20/2009","Mon",1,62
"4803","7/20/2009","Mon",2,64
"4804","7/20/2009","Mon",3,65
"4805","7/20/2009","Mon",4,64
"4806","7/20/2009","Mon",5,67
"4807","7/20/2009","Mon",6,73
"4808","7/20/2009","Mon",7,84
"4809","7/20/2009","Mon",8,83
"4810","7/20/2009","Mon",9,89
"4811","7/20/2009","Mon",10,91
"4812","7/20/2009","Mon",11,92
"4813","7/20/2009","Mon",12,80
"4814","7/20/2009","Mon",13,73
"4815","7/20/2009","Mon",14,72
"4816","7/20/2009","Mon",15,79
"4817","7/20/2009","Mon",16,74
"4818","7/20/2009","Mon",17,70
"4819","7/20/2009","Mon",18,77
"4820","7/20/2009","Mon",19,74
"4821","7/20/2009","Mon",20,76
"4822","7/20/2009","Mon",21,70
"4823","7/20/2009","Mon",22,71
"4824","7/20/2009","Mon",23,63
"4825","7/21/2009","Tue",0,72
"4826","7/21/2009","Tue",1,74
"4827","7/21/2009","Tue",2,73
"4828","7/21/2009","Tue",3,68
"4829","7/21/2009","Tue",4,65
"4830","7/21/2009","Tue",5,67
"4831","7/21/2009","Tue",6,72
"4832","7/21/2009","Tue",7,72
"4833","7/21/2009","Tue",8,76
"4834","7/21/2009","Tue",9,78
"4835","7/21/2009","Tue",10,82
"4836","7/21/2009","Tue",11,90
"4837","7/21/2009","Tue",12,87
"4838","7/21/2009","Tue",13,81
"4839","7/21/2009","Tue",14,75
"4840","7/21/2009","Tue",15,79
"4841","7/21/2009","Tue",16,74
"4842","7/21/2009","Tue",17,79
"4843","7/21/2009","Tue",18,78
"4844","7/21/2009","Tue",19,75
"4845","7/21/2009","Tue",20,69
"4846","7/21/2009","Tue",21,72
"4847","7/21/2009","Tue",22,64
"4848","7/21/2009","Tue",23,66
"4849","7/22/2009","Wed",0,55
"4850","7/22/2009","Wed",1,59
"4851","7/22/2009","Wed",2,58
"4852","7/22/2009","Wed",3,56
"4853","7/22/2009","Wed",4,61
"4854","7/22/2009","Wed",5,62
"4855","7/22/2009","Wed",6,65
"4856","7/22/2009","Wed",7,69
"4857","7/22/2009","Wed",8,63
"4858","7/22/2009","Wed",9,65
"4859","7/22/2009","Wed",10,70
"4860","7/22/2009","Wed",11,73
"4861","7/22/2009","Wed",12,65
"4862","7/22/2009","Wed",13,65
"4863","7/22/2009","Wed",14,66
"4864","7/22/2009","Wed",15,72
"4865","7/22/2009","Wed",16,63
"4866","7/22/2009","Wed",17,66
"4867","7/22/2009","Wed",18,76
"4868","7/22/2009","Wed",19,71
"4869","7/22/2009","Wed",20,65
"4870","7/22/2009","Wed",21,62
"4871","7/22/2009","Wed",22,53
"4872","7/22/2009","Wed",23,58
"4873","7/23/2009","Thu",0,55
"4874","7/23/2009","Thu",1,63
"4875","7/23/2009","Thu",2,64
"4876","7/23/2009","Thu",3,61
"4877","7/23/2009","Thu",4,55
"4878","7/23/2009","Thu",5,67
"4879","7/23/2009","Thu",6,65
"4880","7/23/2009","Thu",7,63
"4881","7/23/2009","Thu",8,68
"4882","7/23/2009","Thu",9,68
"4883","7/23/2009","Thu",10,71
"4884","7/23/2009","Thu",11,78
"4885","7/23/2009","Thu",12,71
"4886","7/23/2009","Thu",13,73
"4887","7/23/2009","Thu",14,66
"4888","7/23/2009","Thu",15,74
"4889","7/23/2009","Thu",16,66
"4890","7/23/2009","Thu",17,69
"4891","7/23/2009","Thu",18,77
"4892","7/23/2009","Thu",19,77
"4893","7/23/2009","Thu",20,73
"4894","7/23/2009","Thu",21,66
"4895","7/23/2009","Thu",22,61
"4896","7/23/2009","Thu",23,51
"4897","7/24/2009","Fri",0,50
"4898","7/24/2009","Fri",1,54
"4899","7/24/2009","Fri",2,60
"4900","7/24/2009","Fri",3,60
"4901","7/24/2009","Fri",4,60
"4902","7/24/2009","Fri",5,56
"4903","7/24/2009","Fri",6,60
"4904","7/24/2009","Fri",7,68
"4905","7/24/2009","Fri",8,65
"4906","7/24/2009","Fri",9,70
"4907","7/24/2009","Fri",10,80
"4908","7/24/2009","Fri",11,78
"4909","7/24/2009","Fri",12,77
"4910","7/24/2009","Fri",13,71
"4911","7/24/2009","Fri",14,72
"4912","7/24/2009","Fri",15,75
"4913","7/24/2009","Fri",16,72
"4914","7/24/2009","Fri",17,74
"4915","7/24/2009","Fri",18,72
"4916","7/24/2009","Fri",19,68
"4917","7/24/2009","Fri",20,68
"4918","7/24/2009","Fri",21,70
"4919","7/24/2009","Fri",22,60
"4920","7/24/2009","Fri",23,63
"4921","7/25/2009","Sat",0,53
"4922","7/25/2009","Sat",1,50
"4923","7/25/2009","Sat",2,46
"4924","7/25/2009","Sat",3,47
"4925","7/25/2009","Sat",4,47
"4926","7/25/2009","Sat",5,46
"4927","7/25/2009","Sat",6,56
"4928","7/25/2009","Sat",7,62
"4929","7/25/2009","Sat",8,67
"4930","7/25/2009","Sat",9,68
"4931","7/25/2009","Sat",10,81
"4932","7/25/2009","Sat",11,84
"4933","7/25/2009","Sat",12,73
"4934","7/25/2009","Sat",13,63
"4935","7/25/2009","Sat",14,60
"4936","7/25/2009","Sat",15,62
"4937","7/25/2009","Sat",16,60
"4938","7/25/2009","Sat",17,59
"4939","7/25/2009","Sat",18,65
"4940","7/25/2009","Sat",19,63
"4941","7/25/2009","Sat",20,63
"4942","7/25/2009","Sat",21,60
"4943","7/25/2009","Sat",22,52
"4944","7/25/2009","Sat",23,50
"4945","7/26/2009","Sun",0,53
"4946","7/26/2009","Sun",1,52
"4947","7/26/2009","Sun",2,56
"4948","7/26/2009","Sun",3,62
"4949","7/26/2009","Sun",4,63
"4950","7/26/2009","Sun",5,66
"4951","7/26/2009","Sun",6,65
"4952","7/26/2009","Sun",7,68
"4953","7/26/2009","Sun",8,60
"4954","7/26/2009","Sun",9,64
"4955","7/26/2009","Sun",10,70
"4956","7/26/2009","Sun",11,75
"4957","7/26/2009","Sun",12,68
"4958","7/26/2009","Sun",13,65
"4959","7/26/2009","Sun",14,65
"4960","7/26/2009","Sun",15,61
"4961","7/26/2009","Sun",16,62
"4962","7/26/2009","Sun",17,65
"4963","7/26/2009","Sun",18,65
"4964","7/26/2009","Sun",19,66
"4965","7/26/2009","Sun",20,62
"4966","7/26/2009","Sun",21,56
"4967","7/26/2009","Sun",22,53
"4968","7/26/2009","Sun",23,53
"4969","7/27/2009","Mon",0,64
"4970","7/27/2009","Mon",1,63
"4971","7/27/2009","Mon",2,65
"4972","7/27/2009","Mon",3,69
"4973","7/27/2009","Mon",4,71
"4974","7/27/2009","Mon",5,72
"4975","7/27/2009","Mon",6,72
"4976","7/27/2009","Mon",7,75
"4977","7/27/2009","Mon",8,82
"4978","7/27/2009","Mon",9,74
"4979","7/27/2009","Mon",10,82
"4980","7/27/2009","Mon",11,88
"4981","7/27/2009","Mon",12,87
"4982","7/27/2009","Mon",13,78
"4983","7/27/2009","Mon",14,75
"4984","7/27/2009","Mon",15,84
"4985","7/27/2009","Mon",16,72
"4986","7/27/2009","Mon",17,74
"4987","7/27/2009","Mon",18,74
"4988","7/27/2009","Mon",19,77
"4989","7/27/2009","Mon",20,75
"4990","7/27/2009","Mon",21,79
"4991","7/27/2009","Mon",22,73
"4992","7/27/2009","Mon",23,71
"4993","7/28/2009","Tue",0,74
"4994","7/28/2009","Tue",1,66
"4995","7/28/2009","Tue",2,72
"4996","7/28/2009","Tue",3,72
"4997","7/28/2009","Tue",4,72
"4998","7/28/2009","Tue",5,73
"4999","7/28/2009","Tue",6,79
"5000","7/28/2009","Tue",7,87
"5001","7/28/2009","Tue",8,86
"5002","7/28/2009","Tue",9,91
"5003","7/28/2009","Tue",10,89
"5004","7/28/2009","Tue",11,92
"5005","7/28/2009","Tue",12,87
"5006","7/28/2009","Tue",13,80
"5007","7/28/2009","Tue",14,80
"5008","7/28/2009","Tue",15,83
"5009","7/28/2009","Tue",16,75
"5010","7/28/2009","Tue",17,72
"5011","7/28/2009","Tue",18,77
"5012","7/28/2009","Tue",19,78
"5013","7/28/2009","Tue",20,72
"5014","7/28/2009","Tue",21,69
"5015","7/28/2009","Tue",22,63
"5016","7/28/2009","Tue",23,57
"5017","7/29/2009","Wed",0,49
"5018","7/29/2009","Wed",1,48
"5019","7/29/2009","Wed",2,52
"5020","7/29/2009","Wed",3,59
"5021","7/29/2009","Wed",4,61
"5022","7/29/2009","Wed",5,60
"5023","7/29/2009","Wed",6,70
"5024","7/29/2009","Wed",7,77
"5025","7/29/2009","Wed",8,73
"5026","7/29/2009","Wed",9,76
"5027","7/29/2009","Wed",10,84
"5028","7/29/2009","Wed",11,87
"5029","7/29/2009","Wed",12,84
"5030","7/29/2009","Wed",13,76
"5031","7/29/2009","Wed",14,71
"5032","7/29/2009","Wed",15,69
"5033","7/29/2009","Wed",16,65
"5034","7/29/2009","Wed",17,74
"5035","7/29/2009","Wed",18,75
"5036","7/29/2009","Wed",19,68
"5037","7/29/2009","Wed",20,70
"5038","7/29/2009","Wed",21,64
"5039","7/29/2009","Wed",22,63
"5040","7/29/2009","Wed",23,58
"5041","7/30/2009","Thu",0,56
"5042","7/30/2009","Thu",1,53
"5043","7/30/2009","Thu",2,56
"5044","7/30/2009","Thu",3,54
"5045","7/30/2009","Thu",4,45
"5046","7/30/2009","Thu",5,50
"5047","7/30/2009","Thu",6,53
"5048","7/30/2009","Thu",7,59
"5049","7/30/2009","Thu",8,57
"5050","7/30/2009","Thu",9,61
"5051","7/30/2009","Thu",10,63
"5052","7/30/2009","Thu",11,68
"5053","7/30/2009","Thu",12,68
"5054","7/30/2009","Thu",13,69
"5055","7/30/2009","Thu",14,69
"5056","7/30/2009","Thu",15,72
"5057","7/30/2009","Thu",16,66
"5058","7/30/2009","Thu",17,65
"5059","7/30/2009","Thu",18,71
"5060","7/30/2009","Thu",19,71
"5061","7/30/2009","Thu",20,63
"5062","7/30/2009","Thu",21,61
"5063","7/30/2009","Thu",22,54
"5064","7/30/2009","Thu",23,53
"5065","7/31/2009","Fri",0,49
"5066","7/31/2009","Fri",1,51
"5067","7/31/2009","Fri",2,49
"5068","7/31/2009","Fri",3,49
"5069","7/31/2009","Fri",4,54
"5070","7/31/2009","Fri",5,59
"5071","7/31/2009","Fri",6,60
"5072","7/31/2009","Fri",7,57
"5073","7/31/2009","Fri",8,64
"5074","7/31/2009","Fri",9,61
"5075","7/31/2009","Fri",10,66
"5076","7/31/2009","Fri",11,67
"5077","7/31/2009","Fri",12,66
"5078","7/31/2009","Fri",13,56
"5079","7/31/2009","Fri",14,57
"5080","7/31/2009","Fri",15,63
"5081","7/31/2009","Fri",16,54
"5082","7/31/2009","Fri",17,52
"5083","7/31/2009","Fri",18,63
"5084","7/31/2009","Fri",19,58
"5085","7/31/2009","Fri",20,56
"5086","7/31/2009","Fri",21,62
"5087","7/31/2009","Fri",22,57
"5088","7/31/2009","Fri",23,59
"5089","8/1/2009","Sat",0,54
"5090","8/1/2009","Sat",1,53
"5091","8/1/2009","Sat",2,50
"5092","8/1/2009","Sat",3,44
"5093","8/1/2009","Sat",4,49
"5094","8/1/2009","Sat",5,54
"5095","8/1/2009","Sat",6,50
"5096","8/1/2009","Sat",7,58
"5097","8/1/2009","Sat",8,59
"5098","8/1/2009","Sat",9,62
"5099","8/1/2009","Sat",10,73
"5100","8/1/2009","Sat",11,73
"5101","8/1/2009","Sat",12,65
"5102","8/1/2009","Sat",13,59
"5103","8/1/2009","Sat",14,53
"5104","8/1/2009","Sat",15,59
"5105","8/1/2009","Sat",16,50
"5106","8/1/2009","Sat",17,56
"5107","8/1/2009","Sat",18,55
"5108","8/1/2009","Sat",19,52
"5109","8/1/2009","Sat",20,46
"5110","8/1/2009","Sat",21,45
"5111","8/1/2009","Sat",22,39
"5112","8/1/2009","Sat",23,40
"5113","8/2/2009","Sun",0,43
"5114","8/2/2009","Sun",1,46
"5115","8/2/2009","Sun",2,55
"5116","8/2/2009","Sun",3,55
"5117","8/2/2009","Sun",4,47
"5118","8/2/2009","Sun",5,48
"5119","8/2/2009","Sun",6,53
"5120","8/2/2009","Sun",7,63
"5121","8/2/2009","Sun",8,68
"5122","8/2/2009","Sun",9,73
"5123","8/2/2009","Sun",10,74
"5124","8/2/2009","Sun",11,76
"5125","8/2/2009","Sun",12,74
"5126","8/2/2009","Sun",13,71
"5127","8/2/2009","Sun",14,65
"5128","8/2/2009","Sun",15,66
"5129","8/2/2009","Sun",16,64
"5130","8/2/2009","Sun",17,66
"5131","8/2/2009","Sun",18,66
"5132","8/2/2009","Sun",19,65
"5133","8/2/2009","Sun",20,57
"5134","8/2/2009","Sun",21,57
"5135","8/2/2009","Sun",22,52
"5136","8/2/2009","Sun",23,48
"5137","8/3/2009","Mon",0,56
"5138","8/3/2009","Mon",1,60
"5139","8/3/2009","Mon",2,59
"5140","8/3/2009","Mon",3,63
"5141","8/3/2009","Mon",4,58
"5142","8/3/2009","Mon",5,61
"5143","8/3/2009","Mon",6,65
"5144","8/3/2009","Mon",7,73
"5145","8/3/2009","Mon",8,77
"5146","8/3/2009","Mon",9,75
"5147","8/3/2009","Mon",10,83
"5148","8/3/2009","Mon",11,92
"5149","8/3/2009","Mon",12,83
"5150","8/3/2009","Mon",13,80
"5151","8/3/2009","Mon",14,78
"5152","8/3/2009","Mon",15,79
"5153","8/3/2009","Mon",16,76
"5154","8/3/2009","Mon",17,75
"5155","8/3/2009","Mon",18,74
"5156","8/3/2009","Mon",19,77
"5157","8/3/2009","Mon",20,73
"5158","8/3/2009","Mon",21,69
"5159","8/3/2009","Mon",22,65
"5160","8/3/2009","Mon",23,61
"5161","8/4/2009","Tue",0,64
"5162","8/4/2009","Tue",1,65
"5163","8/4/2009","Tue",2,72
"5164","8/4/2009","Tue",3,78
"5165","8/4/2009","Tue",4,73
"5166","8/4/2009","Tue",5,73
"5167","8/4/2009","Tue",6,77
"5168","8/4/2009","Tue",7,85
"5169","8/4/2009","Tue",8,85
"5170","8/4/2009","Tue",9,88
"5171","8/4/2009","Tue",10,97
"5172","8/4/2009","Tue",11,98
"5173","8/4/2009","Tue",12,98
"5174","8/4/2009","Tue",13,89
"5175","8/4/2009","Tue",14,86
"5176","8/4/2009","Tue",15,88
"5177","8/4/2009","Tue",16,77
"5178","8/4/2009","Tue",17,74
"5179","8/4/2009","Tue",18,83
"5180","8/4/2009","Tue",19,75
"5181","8/4/2009","Tue",20,79
"5182","8/4/2009","Tue",21,70
"5183","8/4/2009","Tue",22,73
"5184","8/4/2009","Tue",23,74
"5185","8/5/2009","Wed",0,66
"5186","8/5/2009","Wed",1,64
"5187","8/5/2009","Wed",2,72
"5188","8/5/2009","Wed",3,69
"5189","8/5/2009","Wed",4,67
"5190","8/5/2009","Wed",5,72
"5191","8/5/2009","Wed",6,76
"5192","8/5/2009","Wed",7,77
"5193","8/5/2009","Wed",8,74
"5194","8/5/2009","Wed",9,75
"5195","8/5/2009","Wed",10,80
"5196","8/5/2009","Wed",11,82
"5197","8/5/2009","Wed",12,78
"5198","8/5/2009","Wed",13,74
"5199","8/5/2009","Wed",14,74
"5200","8/5/2009","Wed",15,77
"5201","8/5/2009","Wed",16,65
"5202","8/5/2009","Wed",17,69
"5203","8/5/2009","Wed",18,75
"5204","8/5/2009","Wed",19,69
"5205","8/5/2009","Wed",20,62
"5206","8/5/2009","Wed",21,57
"5207","8/5/2009","Wed",22,54
"5208","8/5/2009","Wed",23,59
"5209","8/6/2009","Thu",0,58
"5210","8/6/2009","Thu",1,58
"5211","8/6/2009","Thu",2,64
"5212","8/6/2009","Thu",3,60
"5213","8/6/2009","Thu",4,58
"5214","8/6/2009","Thu",5,63
"5215","8/6/2009","Thu",6,67
"5216","8/6/2009","Thu",7,71
"5217","8/6/2009","Thu",8,74
"5218","8/6/2009","Thu",9,79
"5219","8/6/2009","Thu",10,85
"5220","8/6/2009","Thu",11,88
"5221","8/6/2009","Thu",12,82
"5222","8/6/2009","Thu",13,81
"5223","8/6/2009","Thu",14,79
"5224","8/6/2009","Thu",15,76
"5225","8/6/2009","Thu",16,73
"5226","8/6/2009","Thu",17,74
"5227","8/6/2009","Thu",18,74
"5228","8/6/2009","Thu",19,69
"5229","8/6/2009","Thu",20,59
"5230","8/6/2009","Thu",21,64
"5231","8/6/2009","Thu",22,57
"5232","8/6/2009","Thu",23,56
"5233","8/7/2009","Fri",0,53
"5234","8/7/2009","Fri",1,51
"5235","8/7/2009","Fri",2,50
"5236","8/7/2009","Fri",3,46
"5237","8/7/2009","Fri",4,47
"5238","8/7/2009","Fri",5,53
"5239","8/7/2009","Fri",6,55
"5240","8/7/2009","Fri",7,57
"5241","8/7/2009","Fri",8,66
"5242","8/7/2009","Fri",9,73
"5243","8/7/2009","Fri",10,76
"5244","8/7/2009","Fri",11,73
"5245","8/7/2009","Fri",12,73
"5246","8/7/2009","Fri",13,71
"5247","8/7/2009","Fri",14,72
"5248","8/7/2009","Fri",15,72
"5249","8/7/2009","Fri",16,68
"5250","8/7/2009","Fri",17,73
"5251","8/7/2009","Fri",18,75
"5252","8/7/2009","Fri",19,67
"5253","8/7/2009","Fri",20,66
"5254","8/7/2009","Fri",21,56
"5255","8/7/2009","Fri",22,56
"5256","8/7/2009","Fri",23,53
"5257","8/8/2009","Sat",0,40
"5258","8/8/2009","Sat",1,40
"5259","8/8/2009","Sat",2,37
"5260","8/8/2009","Sat",3,36
"5261","8/8/2009","Sat",4,42
"5262","8/8/2009","Sat",5,42
"5263","8/8/2009","Sat",6,49
"5264","8/8/2009","Sat",7,57
"5265","8/8/2009","Sat",8,56
"5266","8/8/2009","Sat",9,62
"5267","8/8/2009","Sat",10,72
"5268","8/8/2009","Sat",11,72
"5269","8/8/2009","Sat",12,74
"5270","8/8/2009","Sat",13,73
"5271","8/8/2009","Sat",14,62
"5272","8/8/2009","Sat",15,59
"5273","8/8/2009","Sat",16,61
"5274","8/8/2009","Sat",17,65
"5275","8/8/2009","Sat",18,68
"5276","8/8/2009","Sat",19,67
"5277","8/8/2009","Sat",20,63
"5278","8/8/2009","Sat",21,60
"5279","8/8/2009","Sat",22,58
"5280","8/8/2009","Sat",23,61
"5281","8/9/2009","Sun",0,58
"5282","8/9/2009","Sun",1,61
